x,Cosine distortion
0.0,0.0
0.06283185307179587,0.0009866357858642205
0.12566370614359174,0.003942649342761062
0.1884955592153876,0.00885637463565564
0.25132741228718347,0.015708419435684462
0.3141592653589793,0.024471741852423234
0.3769911184307752,0.035111757055874326
0.4398229715025711,0.04758647376699027
0.5026548245743669,0.06184665997806821
0.5654866776461628,0.07783603724899246
0.6283185307179586,0.09549150281252627
0.6911503837897546,0.11474337861210543
0.7539822368615504,0.13551568628929422
0.8168140899333463,0.1577264470356557
0.8796459430051422,0.18128800512565518
0.942477796076938,0.2061073738537635
1.0053096491487339,0.23208660251050173
1.0681415022205298,0.2591231629491424
1.1309733552923256,0.28711035421746367
1.1938052083641215,0.31593772365766104
1.2566370614359172,0.3454915028125263
1.3194689145077132,0.37565505641757263
1.3823007675795091,0.40630934270713776
1.4451326206513049,0.43733338321784787
1.5079644737231008,0.4686047402353434
1.5707963267948968,0.5000000000000001
1.6336281798666925,0.5313952597646567
1.6964600329384885,0.5626666167821521
1.7592918860102844,0.5936906572928624
1.8221237390820801,0.6243449435824274
1.884955592153876,0.6545084971874737
1.9477874452256718,0.684062276342339
2.0106192982974678,0.7128896457825363
2.0734511513692637,0.7408768370508577
2.1362830044410597,0.7679133974894985
2.199114857512855,0.7938926261462365
2.261946710584651,0.8187119948743449
2.324778563656447,0.8422735529643444
2.387610416728243,0.8644843137107059
2.450442269800039,0.8852566213878947
2.5132741228718345,0.9045084971874737
2.5761059759436304,0.9221639627510075
2.6389378290154264,0.9381533400219317
2.7017696820872223,0.9524135262330098
2.7646015351590183,0.9648882429441257
2.8274333882308142,0.9755282581475768
2.8902652413026098,0.9842915805643155
2.9530970943744057,0.9911436253643444
3.0159289474462017,0.996057350657239
3.0787608005179976,0.9990133642141358
3.1415926535897936,1.0
3.204424506661589,0.9990133642141358
3.267256359733385,0.996057350657239
3.330088212805181,0.9911436253643443
3.392920065876977,0.9842915805643155
3.455751918948773,0.9755282581475768
3.518583772020569,0.9648882429441257
3.5814156250923643,0.9524135262330098
3.6442474781641603,0.9381533400219317
3.7070793312359562,0.9221639627510074
3.769911184307752,0.9045084971874736
3.832743037379548,0.8852566213878945
3.8955748904513436,0.8644843137107058
3.9584067435231396,0.8422735529643444
4.0212385965949355,0.8187119948743448
4.084070449666731,0.7938926261462367
4.1469023027385274,0.7679133974894982
4.209734155810323,0.7408768370508576
4.272566008882119,0.7128896457825361
4.335397861953915,0.684062276342339
4.39822971502571,0.6545084971874737
4.461061568097507,0.6243449435824272
4.523893421169302,0.5936906572928623
4.586725274241099,0.5626666167821519
4.649557127312894,0.5313952597646566
4.71238898038469,0.5000000000000001
4.775220833456486,0.46860474023534315
4.838052686528282,0.43733338321784787
4.900884539600078,0.4063093427071374
4.9637163926718735,0.3756550564175725
5.026548245743669,0.3454915028125264
5.089380098815465,0.3159377236576609
5.152211951887261,0.28711035421746367
5.215043804959057,0.25912316294914217
5.277875658030853,0.23208660251050162
5.340707511102649,0.20610737385376315
5.403539364174445,0.18128800512565502
5.46637121724624,0.1577264470356557
5.529203070318037,0.13551568628929406
5.592034923389832,0.11474337861210532
5.6548667764616285,0.09549150281252611
5.717698629533424,0.07783603724899235
5.7805304826052195,0.06184665997806821
5.843362335677016,0.047586473766990156
5.906194188748811,0.03511175705587427
5.969026041820608,0.024471741852423123
6.031857894892403,0.015708419435684406
6.094689747964199,0.00885637463565564
6.157521601035995,0.003942649342761062
6.220353454107791,0.0009866357858642205
